書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
吸血鬼育兒日記(02)你有看見我的衣服嗎？,子陽,BL耽美,完結,2,飛燕文創,BL,,,,,https://mojoin.com/novels/2448,"「米御，你永遠都會這麼美嗎？」
「你的嘴只能用來說話嗎？」
「不然要用嘴幹……」

他的衣服被撕掉，他的胸膛被踩踏，他的血液被抽出，他從高樓往下跳……韓昭明不知道他還可不可以過得辛苦一點，但這都是跟米御在一起的代價。
人類Ｘ吸血鬼，好……好想躺下來、而且是躺在柔軟的床上啊啊啊！
韓昭明拿起手槍，和米卡卡一起拯救家主（捉）宅邸（鬼），那躺在他懷中的小人兒，讓米御看了很生氣？
床頭吵，床尾……韓昭明不知道他們合不合，還是先跪下再說吧！"
吸血鬼育兒日記(01)「女王」和他的情人,子陽,BL耽美,完結,103,飛燕文創,BL,,,,,https://mojoin.com/novels/2447,"大學生韓昭明和前吸血鬼王米御，經過這樣那樣和各種翻滾碰撞的體力活，兩人終於成為ㄆ開頭的朋友～──呃不，是終於成為有特殊性關係的……朋友？

「我只是想見他一面，有那麼難嗎？」韓昭明心念著米御，但米御不知道在忙什麼，大概是忙著統治世界吧！
兩人好不容易見一面，滾到天花板又滾下來，啊～啊～～啊啊啊啊啊───！
在水晶燈吊底下、在華麗的宴會廳裡，吸血鬼們齊聚一堂，一起與家主大人舉杯敬酒，大聲祝賀：早生貴子！多子多孫！
吸血鬼與狼人的吸吸、舔舔和咬咬，連載再開"
好想要個抱枕,吐維,BL耽美,完結,3612,作者授權,BL,現代,溫柔電波青年攻x軟綿抱枕少年受,療癒與被療癒,暖心短篇,https://mojoin.com/novels/973,"肅水想要一個抱枕，一個可以緊緊抱在懷裡的、暖和的抱枕。
所以他把站在雨下的連帶回家，讓他在自己的客廳棲身，和躺在沙發上的柔軟抱枕們一起。

「我可以做得比抱枕更多。」連說。
「但我只想要一個抱枕。」肅水回答。

連沒有當過抱枕，但還是努力做好抱枕的工作，從不多問什麼。
比如肅水為什麼想要抱枕、比如洗手台上的兩副牙刷。
他只是聽話地當顆好抱的抱枕，在肅水出門時哼著歌做飯、回來後被撈進懷裡揉揉捏捏。
直到某一天，肅水的「室友」回來了。
連才知道，客廳裡的所有抱枕、都是為了這個人存在的。
而格格不入的他，也該離開了……"
親愛的，我把你掰彎了01碟仙篇,釉子酒,BL耽美,完結,980,作者授權,重生,甜文,校園,輕鬆,,https://mojoin.com/novels/26,"一場車禍讓編輯薛景重生為高中生，除了要重溫學生的念書考試地獄，更無法享受社會人士眼也不眨的揮霍買書的小確幸，還要想辦法調查原身體主人的死亡真相。
苦逼的是，他竟然有被掰彎的危機？！
原本對他漠不關心的「舅舅」，開始關注起他的一舉一動。
那視線，就像是在看著某個熟悉又眷念的人？
但是薛景願意用他買的所有小說發誓，他根本不認識這個男人。
最重要的是，長得比他帥的男人都要列入黑名單啦！"
窒愛,程雪森,BL耽美,完結,115,獨家原創,耽美,黑暗,驚悚,,,https://mojoin.com/novels/817,"這個夜很冷，細雨打在街邊那個失了魂的漂亮男人身上， 令小高忍不住多看了幾眼。
他邀請男人踏進自己準備打烊的酒吧，倒了杯威士忌，
而一如他所料，眼前的男人正為情所困。

男人被自己的情人拋棄了，他們從學生時期就交往至今，曾經在無數個夜裡相互依偎、傾訴愛語，然而幸福的時光卻終有結束的一天。

小高覺得男人十分可憐，他在對方身上看見了自己的影子，
隱隱動心之際，男人卻這麼對他說了──

「我不能喜歡你。」
「為什麼？」
「你不會願意的。」"
乖，坐下別汪。,百沫歌,BL耽美,完結,11567,原創星球,HE,耽美,奇幻,戀愛,快穿,https://mojoin.com/novels/571,"這是在講一隻少年汪如何跟大魔王談戀愛的故事。
【簡到不行的簡介】穿越前——

落曦：我是一隻汪汪~♪ 穿越後——
（第一個世界）落曦：我是一隻被家暴的魚~♪
（第二個世界）落曦：我是一個人人唾棄的歐米迦~♪
（第三個世界）落曦：我是一個……等等，為何換我成了反派？！
總結：這是一隻汪被大魔王拐走的故事。

【閱讀說明書】此文元素包含 #快穿 #黑暗 #搞笑 #言情 #BL
註1：每一個世界的攻都是同一個人。
註2：是充滿黑色又粉色泡泡的愛情故事。
註3： 受對情感極為遲鈍，所以戀愛線會比較慢熟！！

【毀天滅地魔王攻 X 情感遲鈍汪汪受】
以下是其他出沒地點，歡迎乃打招呼呦！(●´ω｀●)ゞ
▲ FACEBOOK搜尋【百沫歌】
▲ 巴哈姆特搜尋【百沫歌】
書籍封面/ 百沫歌自製"
過激性索愛症,熒夜,BL耽美,完結,210,獨家原創,耽美,監禁,雙重人格,扭曲,,https://mojoin.com/novels/932,"空蕩的臥房、鐵鍊腳鐐，和一扇觸碰不到的門，
從三個月前在這裡醒來至今，沈靖寬幾乎要習慣這個房間和這種時不時的「綁架」了。
綁架犯──同時也是他戀人的橋墨，雖然平時溫柔而完美，卻擁有完全相反的第二人格，那個人格常常將他鎖在床上，什麼都不做，只是沉默地望著他。
「這樣你就走不了了。」
明明心中無比抗拒，但時間一長，他卻漸漸習慣這種感覺，直到他察覺橋墨身上不對勁的矛盾……"
The Legend,AstorBT,BL耽美,完結,8,原創星球,冒險,異界,,,,https://mojoin.com/novels/626,"這是一本很輕鬆很輕鬆的日常系小說（誤
一位魔王狼和他的小夥伴們踏上旅程的冒險故事～

不建議上課偷看，最好準備一杯清涼的水放在一旁。
咱寫得很輕，基本上有點兒守護朋友那種感覺的。
有一種默默的別人無可取代的淡淡魔力。

不過大概還是說一下程度，屬性：帶有點輕獵奇（注意）、輕BL向、正太向、獸耳向、不死向、軟軟嫩嫩的。
另外看不習慣是有點正常的，因為我有稍微改良了下，老虎個人在用的格式，所以感覺會跟你平常看得稍稍不同？

有評論或心得老虎會很開心的，看完沒腦袋空空的話。
喜歡別忘推廣一下:3
第二集正在慢慢寫～

tag: 正太、貓耳、獸耳、軟軟的男孩子、冒險、奇幻、異世界"
都是後母惹的禍,killer,BL耽美,完結,851,原創星球,戀愛,校園,清水,,,https://mojoin.com/novels/558,"為了報復父親再婚，他決定要變成壞孩子。
他的做的第一件壞事是：吻了男同學……"
黑吃黑生存法則,知岸,BL耽美,完結,313,原創星球,微腐,架空,,,,https://mojoin.com/novels/186,"這是一個人與人外共同存在，行種族制度的世界。
已經被劃分好的宿命，基於互利而簽下的契約，究竟能不能產生其他羈絆？
黑社會吸血鬼貴族與電波系人類不良少年達成協議，好像不單純是得到儲備糧食這麼簡單？
* * *
這是個人與人外共同存在，行種族制度的世界。
世上有六大種族，人族與聖族被分為良民，其餘血族、精靈族、魔族、亞人族都是惡徒。
惡徒生活限制多多，即便作為冥月國首都最大的惡徒家族族長，大吸血鬼尼可拉斯．德古拉七世依然過得很委屈。
家族與良民政府簽了互惠協定，成為黑社會之首暗中維護秩序，對上帶領家族為政府查案攻堅出生入死，對下應付各路冤家挾怨報復——而且還吃不飽。
因為法律管制血液，血族只能天天餓肚子。很餓，很累，很！怨！念！
而此等慘況，讓尼可拉斯在某次懲戒監獄不良少年的任務中，對一個聞起來特別好吃、看起來還有點傻愣愣的人族少年動了歪腦筋……

「孩子，看在你讓我挺滿意的份上，有個大禮物送給你。」
「嗯？」
「這個禮物就是——我。」
「……」
「……」
「……不要。」

黑社會吸血鬼貴族與電波系人類不良少年達成協議，好像不單純是得到儲備糧食這麼簡單？
德古拉家族成員含淚表示：族長最近怪怪的啊，吸血鬼也會中邪嗎？"
未知的乙女攻略,李子李,BL耽美,完結,2144,原創星球,推理,奇幻,穿越,,,https://mojoin.com/novels/73,"一場意外穿越到乙女遊戲裡還不夠慘
所有的被攻略男角竟都發瘋似的愛上了他，屬性還都是病嬌外加變態，甚至還想殺了他？
看似簡單的任務與穿越的背後似乎隱藏了更大的秘密，究竟背後的幕後黑手是誰？"
鬼鏡狂想曲（２０１８版）,killer,BL耽美,完結,8,原創星球,戀愛,校園,清水,,,https://mojoin.com/novels/12,"在學校被排擠的小翎，在一場意外中撿到一面鏡子，也撿到一個出乎意料的室友（？）。
從此他的人生成了一場混亂的大冒險。"
謊言彼岸的妳,希澄,GL百合,連載,14797,獨家原創,GL,穿越,平行時空,虐心,,https://mojoin.com/novels/3692,"丁紫甯替同事代班婚禮主持，意外與高中暗戀對象白弦重逢——
她代班主持的是白弦的婚禮。

一對新人準備交換戒指時，忽然發生強震，
宴會廳裡的雕花柱朝丁紫甯砸落，是白弦撲過來用身體護住了她。
失去意識前，丁紫甯看見白弦的衣衫被鮮血浸透，仿若彼岸花盛開。

再次睜開眼睛，丁紫甯發現自己回到了高中時代，
然而許多事都跟她經歷過的不一樣，
像是原本由外婆撫養長大的她，變得父母雙全，
以及她竟然已經與白弦穩定交往一年……"
地府犯罪調查中心 1st case：請詭,馥閒庭,GL百合,完結,64,三日月書版,百合,靈異,犯罪,推理,,https://mojoin.com/novels/3749,"碟仙、碟仙，請問我們之中，有幾個活人……？ 冰山美人黑長直地府調查官╳知性溫柔大學實習生，聯手調查靈異犯罪！

藉緣而生，有生之法終必壞滅。所有的現在都會變成過去，直到過不去為止——

大三女生楊雅晴非常無奈，因為她的實習被莫名搞砸，只能到奇怪的地方「地府犯罪調查中心」工作。裡頭的同事各個個性張揚，一個比一個怪，而且和她搭檔的美少女同事——林羽田似乎很討厭她，一直想把她趕走！這時，楊雅晴收到了高中同學會的邀請函。誰也想不到，同學會上的碟仙遊戲，竟接連造成兩人「意外」身亡。楊雅晴與林羽田為了追查這些不尋常的「意外」，也差點遭到惡意殺害！

年少的無知輕狂、奪人性命的惡咒、掩藏在某個角落的過往記憶……這場「碟仙」遊戲，究竟隱藏著什麼陰謀？兩人又該如何化解這個「詛咒」？"
校園冤家,晉子,GL百合,完結,93,原創星球,溫馨,成長,感動,青春,校園,https://mojoin.com/novels/3708,"高冷貧窮女高生 × 機掰千金女高生

徐可綸和林璦媛，一對社經地位與價值觀光譜異端的冤家。
在一次紛爭下，原本對立的兩人，逐漸走入彼此生活之中……"
不考慮一下嗎,亦白,GL百合,完結,51,作者授權,GL,百合,現代,OL,殺手,https://mojoin.com/novels/2294,"畢業即失業，遲遲找不到工作，除此之外還得面對經濟壓力和家庭逼婚的社會新鮮人楊品宣，在最後一刻抓住的救命繩索，是一份名為「經紀人」的可疑職缺。
只是她萬萬沒想到，這名為「黑鷲物流」的公司，竟然是專營殺手派遣的「業界」企業。
而她必須負責的，還是人稱業界最強的殺手 ── 「OL」。
話雖如此，找到工作的楊品宣並沒有脫離困境。
在業界的收入都是論件計酬，作為經紀人，如果沒辦法替旗下的殺手招攬生意，那自己也只能喝西北風。
菜鳥經紀人在這見不得光的業界究竟能不能順利走下去呢？
而她與自己負責的殺手之間，又會有什麼樣的關係變化呢？"
以愛為名,色之羊予沁,GL百合,完結,2147,作者授權,GL,百合,西方古典,騎士,,https://mojoin.com/novels/764,"受到名字詛咒的備選聖騎士，以及深受神殿寵愛的祭司。
陰陽差錯下，進入彼此心中。

簡單來說就是單蠢的聖騎士，
被表裡不一的祭司看上後拐走的故事。
---
「神啊，請原諒這愚蠢的孩子。」阿芙拉翻白眼後畫出祝福的手勢：「全殿都知道她喜歡妳，結果就妳自己不知道。」"
少女晝寢,亦白,GL百合,完結,445,作者授權,GL,百合,年齡差,年下,逆綁架,https://mojoin.com/novels/1137,"在公司保險櫃前一綑一綑取出鈔票的情景，被少女用手機拍了下來。
「姊姊，你這樣不行喔。怎麼可以偷拿公司的錢呢？」
「呃……不，那個，我不是——」

總經理長年信賴的助理，以及拍下「犯案現場」的年幼少女。
在這荒謬的構圖之後，是更加滑稽的延續。
「我呀，希望姊姊能聽聽我的願望。這樣的話，我或許可以考慮一下這張照片的處理方式喔。」
「什麼願望？」
「我希望你能綁架我。」

這是一場向下的旅程。
這是一場從五月到十二月的旅程。
或許，沒有終點。
「那就麻煩你綁架我囉，姊姊。」
「……就當作是我綁架了你吧。」
像是傳接重要信物一般，她輕柔且慎重地托住少女潔白的手掌。"
唯一解藥,1382,GL百合,完結,0,原創星球,虐心,百合,成長,青春,,https://mojoin.com/novels/688,"*——獻給陪我度過國中生活的朋友們，還有在我遇到寫文瓶頸時，仍繼續支持我的各位。*

這是一個有關一個女孩成長的故事。
隨著時間流逝，人生路上經歷的事情不斷累積，於是我們漸漸茁壯且變得看起來圓滑，但是這也可能意味著我們漸漸的迷失自我，失去了一些對於自己極為重要的存在。

一向被老師視為問題兒童的趙玥粼，自從升上國中後突然變成了所謂的資優生。
對於老師的話語一一記在筆記中反覆閱讀，對於同學的互動客氣而不帶任何情緒，無疑的大家都認為她成為了一名成熟的大人。
但事實上，她不再會主動幫助不認識的人，也不會再繞一條比較遠的路看看風景，更不會嘗試和他人有太多的互動。
其實，她正在一點一點的失去對於這個世界的感覺，更或是說是在壓抑和抹殺。
直到某天發生了一連串的事情後，她毅然決定了離家出走……"
