書名,作者,分類,狀態,按讚數,出版社,tag,,,,,連結,簡介
神月online(06)雨過總會天晴,禾惠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3338,"明明只是單純進行聖地巡禮的任務，卻一波三折？
警報來得又急又突然，身邊的人緊張得團團轉，當事者卻淡定過了頭。
嘛……其實也不是無動於衷，多少有點心兒怦怦跳？
反正船到橋頭自然直，就算歪了再把它扳正就好。
但是麻煩多得跑到現實中來真的很無言……拜託不要挑三更半夜啊！
打斷別人的睡眠時間，還讓不讓人玩遊戲啊！（哪裡不對？）"
來自月亮的愛麗絲,鬱兔,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2894,"艾維斯是名普通的大學生，某天，一頭藍髮，且頭上有一對兔耳的失憶少女──愛麗絲，闖進了他的生活。
這名少女竟然是從月亮「掉下來」的外星人，具有難以控制的怪力，只要慌張或害怕，一個不小心就會造成大破壞。

自從收留她以來，就發生了許多麻煩的事情，但因為她的身分與外貌像極了母親留給他的繪本故事的主角，他實在無法狠心放她不管。

對超自然和外星人特別喜愛的倫恩也跟著闖入，現在艾維斯平靜的生活又變得更加「熱鬧」了。

然而，愛麗絲在地球闖了大禍，三人瞬間成了媒體追逐的對象，為了避免愛麗絲被抓去研究，他們只好想辦法送她回月球去。
但離別之際，艾維斯才終於察覺自己對愛麗絲的感情……

更糟糕的是，居然有惡魔想要毀滅月球！

身為守護月球的皇族的愛麗絲，面臨抉擇之下，終於還是決定挺身面對勁敵。
但過去的陰影仍然緊跟隨著她……
她是否能在艾維斯與倫恩的幫助下，如同繪本裡的人物那樣，成功守護月球呢？

來自月球的兔子公主，今天也很努力在搞破壞呢！"
自律人偶,水熊,奇幻科幻,完結,0,原創星球,羅莉,戰鬥,,,,https://mojoin.com/novels/677,"原來跟女孩子同居，沒有想像中的好。
等待畢業的大四生木天人，某天在自己的租屋處，收到一個大包裹，裡面裝著一個有如人偶般美麗的少女，她自稱是梅希蒂，職業是人偶師。"
神月online(05)開啟神的國度,禾惠,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3337,"為了幫忙籌老弟的購屋金，冥夜只得非常不情不願地參與挑戰賽。
目標──百人斬？這麼狂傲自大的挑戰目標到底怎麼回事啊！

不僅如此，雪堯還給他加上了新難題，就連完全不想扯上關係的賭頭二人組都頻頻來找碴……就不能讓他專心一點打挑戰賽嗎？

賽場裡打得熱火朝天，就連場外都不得安寧。更別說挑戰賽結束後還有數不清的麻煩接踵而來……

冥夜表示心累，麻煩來個天使治癒一下他疲憊的心靈吧！"
我的室友是阿飄！,鬱兔,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3050,"張耀銘立志成為小說家，但卻非常地不順遂，
又被出版社給當面退稿，努力了很久，就只出過一本書。

目前只能在超商打工，過著困苦的生活。

面對現實的種種壓力，在他決定要放棄唯一堅持過的夢想之時，
卻在一次租屋中，
意外碰上了寄宿在房間裡的幽靈──小徹，還有住在隔壁的插畫家方琦。

張耀銘對方琦一見鍾情，但卻不敢行動，
最後與小徹達成協議──
只要他幫他追方琦，那他也會實現諾言，陪他玩遍遊樂園！

卻沒想到小徹第一步卻是附身在方琦所做的兔子玩偶身上，搞得張耀銘的生活天翻地覆……
小徹與方琦都有自己的夢想，也成為支持張耀銘夢想的人，三人在星月下的遊樂園許下心願。
他們的夢想，到底會不會實現呢？"
不聽吸血鬼的話，就會被咬喔！(04)新娘之契,子陽,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2426,"「我喜歡看你，像砧板上的魚。」
甜美的聲音吐出惡毒的言語，韓昭明要懺悔，他不該對米御開條件，所以……他就自食惡果了！他被打扮得英俊挺拔、戴上項圈，米御向他送上鮮花和鑽石，玩起了監禁＋放置play！？
米御的「前」新娘找上門來了，他有著絕世容顏，清新脫俗，他和普羅郡公聯手綁架韓昭明，害韓昭明覺得身體不舒服，心裡也不蘇湖！
「你願意成為我的新娘嗎？」
下跪、深情款款，如果米御再問一次，這次，韓昭明一定會說……"
顛覆童話(02)夜天使與王子,草子信,奇幻科幻,完結,120,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2458,"即便要我拋棄一切，我也絕對不會放開妳的手。

從小身體虛弱的布萊恩，不過是虛有的王子，
沒有人在意他的死活，就連他的父親也從未愛過他。
原本以為被丟棄在森林的自己，會成為野獸的盤中飧，
卻沒想到在垂死邊緣，遇見了改變他一生的天使。

當年撿到的小小少年，多年後成長為令她驕傲的男人，
維卡將布萊恩的成長全看入眼底，連同他那份愛慕。
明知道自己無法放開布萊恩的手，卻又無法迴避他，
面對布萊恩坦率的告白，維卡才終於做出決定……

從前有位王子，愛上了森林中的少女，
在向她求婚的那晚，邪惡的魔法師蠱惑王子的心，
將真心相愛的兩人殘忍地分開。
被拋棄的少女無助地流淚，眼睜睜看著王子贏取魔法師為妻。
──然而這並不是故事的真相。"
闇騎士Ⅱ(11)瑣事、戰事、天下事,暮辰,奇幻科幻,完結,21,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3596,"神王是大敵，神族卻以救世主的身分加盟普羅斯抗魔聯軍？
赤裸裸的陰謀擺著，洛特一行人既然歸來，當然得揭穿神王的險惡用心！
新的戰火熊熊燃燒，明面對立、暗地裡同歸一人麾下的神魔雙王，似乎已經準備拋卻無用的陰謀，以最純粹的力量結束冥神與奈修瑞恩這一回合的博奕。
在神秘加盟者的幫助下，一場媲美神王計謀的空前大騙局，瘋狂登場！暗地裡，針對魔王的行動，也在悄然醞釀……"
最初與最後之時,七月鼠,奇幻科幻,完結,0,原創星球,科幻,奇幻,神話,末世,重生,https://mojoin.com/novels/3706,"發生在不遠的未來，也比神話更為古老的故事。
因為命運而相遇，卻註定要背叛才能實現的愛－－這就是預言的本質。"
輝銀的阿卡迪亞　第一枚,亦白,奇幻科幻,完結,10,作者授權,GL,百合,奇幻,,,https://mojoin.com/novels/551,"三年前母親病逝後，作為海比克斯家族末裔的蘿莎就與女僕艾可相依為命，在周圍的異樣眼光下低調地生活著。
蘿莎原以為自己也會在不久後和族人們一樣，因為百年前家族背叛魔女的「詛咒」而死，卻在某日莫名進入了一場灰銀色的夢境中，在被黑色影犬包圍的絕境下，與那名幻想一般的少女相遇。
「妳想要繼續活下去對吧？那就支付代價吧──讓我見識一下妳對願望的執著。」"
零度領域前傳 狙擊手篇,貓邏,奇幻科幻,完結,4,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3251,"在「戰神」名揚之前，

他們也只不過是遊走在各處的獨行俠，
一次次的交鋒成就了彼此的相知、相惜，
在槍砲彈藥的烽火中，鮮血交織成生死與共的友誼……

要是看了上面那些，誤以為本文裡頭會有轟轟烈烈的戰鬥，
那貓邏只能說－－你們真是太、天、真啦啊啊～～
所謂的文案啊，就是用來騙人滴！
這裡有的，就只是韃羅貓等人在狙擊手跟現實生活裡的一些片段，
部份不為人知的秘密！"
闇騎士Ⅱ(08)極限瘋狂與秘辛,暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3575,"奧納格殞落的慘劇，是怎樣的力量在背後一力主導？
歸來的亡者將親自帶領選定者走上一遭，讓大家用雙眼目睹神界崩潰序曲的上演！
然而，想要知道真相，勢必付出代價。神王的步步緊逼，幾乎讓洛特陷入絕境……
如此絕境，馮勒卻不肯分兵各個突破的堅持，又是基於怎樣的幕後原因？
在死亡陰影逼近的當下，眾人是否能迎來轉機？這時候，驟然出現相護的鐮刀，又將代表哪方勢力？"
王子培育計畫(01)初見天界候選,米契,奇幻科幻,完結,20,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3509,"「如果能再見面，那就好了。」
懷著這樣的思念，夏靜天遇上了那似曾在夢中見過的少年。
少年有著銀色長髮與眼眸，只見他以俊臉擺出誠懇的笑容，緩緩地開口。
「我是神，是天界候選，而你……正是我要尋找的『艾普里歐』。」

  ……咦？
選拔？培育？彼界王？
夏靜天是彼界種子寄宿的「艾普里歐」？
這個少年要將他培育成王？

  與人類社會脫節的天然呆神明亞洛爾，陰陽眼準高中生夏靜天，再加上自稱夏靜天臨時代理監護人、
要保護夏靜天免受某位少根筋神明危害的死黨蘭予希，為期三年的王子培育計畫正式開始！"
神月online(04)遲緩的破滅,禾惠,奇幻科幻,完結,1,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3336,"初次參與城戰，卻因為病毒體的出現而一團混亂。
冥夜一而再、再而三像跳針的唱盤般出現在重生點，眾玩家都炸鍋了！
到底是怎樣強大的對手，竟讓冥夜死了又死？
冥夜表示：轟轟烈烈戰死不可怕，迷迷糊糊陷入溫柔陷阱中，那才真是羞恥得都想死了……
還有你們這些NPC到底怎麼回事啊？又是耍小人、又是搞自殺，對自己的生命這麼不愛惜……通通給我差不多一點啊！"
闇!騎士外傳－時間的此端與彼岸,暮辰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3521,"愛情使人盲目，但，盲目有的時候又會使人勇氣倍增！
所以連跟異性牽手都有障礙的塔迪，才有毅力魔界千里追愛，才有膽量找上洛特充當愛情顧問。
然而，皇儲「頑疾」格外難纏，佳人芳心不易討好──一個月的時限，塔迪加洛特的組合該使出何等手段，才有機會馬到成功？《塔迪篇．愛情無界線》，讓人見證愛的勇氣。
篝火晚會、細說往昔，馮勒師承大揭秘！馮勒與他第一位授業恩師究竟是如何初遇？絕對的崇敬是如何養成的？而死靈法師又該怎樣快速培育？《馮勒篇．回首求學時》將娓娓道來。"
神月online(03)血之異變,禾惠,奇幻科幻,完結,4,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3335,"好不容易結束了比賽，冥夜卻被迫開始逃亡？
被力量僅次於月神的強大存在盯上，結果竟意外和辛尼身上的重大秘密扯上關係！
對他起了興趣的高等NPC一個個自動找上門來，是嫌他的麻煩不夠多嗎？
又是遭小偷、又是被跟蹤，連尋找哥哥的小蘿莉也纏著他不放……
冥夜哀傷表示：難道自己真的有吸引怪胎的特殊體質？"
所羅門領域(01)被遺忘的故事,小山羊,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3570,"在黑暗中緊緊握著對方的手就可以確保不會失去了嗎？千萬要小心是否有未知的勢力正在窺視著自己。
卡希特落入了無法回來的地方？！
被未知領域重要的單位「生命工廠LM」所管理，不能讓裡頭出來、也不能讓外界進去。所謂未知領域的垃圾場──「遺留地」，雖是定期將垃圾清理到無法進入的深處，一旦有人不小心落進去就無法出來。
不論是監視者、清道夫，除非計畫允許，否則誰也沒資格去就裡頭的東西帶出來。
想救卡希特就必須與未知領域對抗！而能夠入侵主機，順利救出卡希特的，全未知領域只有一人──未知領域的清道夫，瀨！"
女巫養成記01 轉學,東邦,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,異能,冒險,,https://mojoin.com/novels/3642,"面對叔叔「一生唯一」的請求，答應轉學的盧筱希越來越後悔她當初為何要心軟
──
靠，這到底是他媽的什麼學校啊？
進校門要精神力；
畢業資格是孵出小女巫；
學校學生除了來自各個星系的外星人還有叔叔曾說過的故事人物……
面對種種出乎她認知以外的學校生活，以及各式各樣的校規規定，她就已經夠傻眼了，偏偏她還跟聖洛亞各相剋，倒楣命運就此和她糾纏不清……叔叔，你就不要有一天被我找到！"
零度領域 新裝版(05),貓邏,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3225,"酆都真不愧是「鬼都」，路過的都是一些妖魔鬼怪
看起來還真像是來到另一個世界的感覺……

媽呀！要找鬼王還要經過一堆機關跟怪物，真是累死人了！
欸？前面有別的隊伍耶，那個男生好面熟……

呼呼，找了一堆陪練高手，我應該可以進步神速吧？
不過，怎麼總覺得有一股帶有「殺氣」的視線傳來呢？
我應該沒有得罪人啊……

終於、終於要跟其他人開打了！
我一定不能輸！
啊啊！不可以耍賴偷襲啦啊啊啊！
可惡，大家都變奸詐了！"
不聽吸血鬼的話，就會被咬喔！(05)家主之爭,子陽,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2427,"他被推去撞牆、撞天花板，被咬得頭昏眼花，從他身上流出來的東西弄髒了床單（他指的是鮮血），他褲子都脫一半了，結果米御跑了！
純血族從上到下都知道他是白狼，還跑去他家按門鈴、拍照、朝聖，到底是誰洩漏他的個資？——不要在我的視線裡出現吸血鬼，讓我想起他啊啊啊，混蛋！
他費盡千辛萬苦潛入家主宅邸，當米御就站在他的面前，他知道自己一生都會跟這個人糾纏下去……
「韓昭明，我選擇你。」如果米御不能來找他，就由他去找米御吧！"
